Store,Order ID,Item,Quantity,Sales incl Tax,Sales excl Tax,Month,Year,Day,Product_Type,Sales excl Tax EUR,StoreID,Country,Real Order ID,Status
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4FA0A1CA-AF1E-4450-A156-B69EA3F1B541,F 30x30,1,14,11.67,6,2023,26,Frames,11.67,IG-S059,FRANCE,4FA0A1CA-AF1E-4450-A156-B69EA3F1B541,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4FA0A1CA-AF1E-4450-A156-B69EA3F1B541,P 30x30 Duo,1,99,82.5,6,2023,26,Print,82.5,IG-S059,FRANCE,4FA0A1CA-AF1E-4450-A156-B69EA3F1B541,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,D423C3DF-33A9-4776-8704-048EFFED8335,P 30x30 Duo,1,99,82.5,6,2023,26,Print,82.5,IG-S059,FRANCE,D423C3DF-33A9-4776-8704-048EFFED8335,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4B867AE8-0DA1-493A-866C-D661275E3BED,F 20x20,1,12,10,6,2023,26,Frames,10,IG-S059,FRANCE,4B867AE8-0DA1-493A-866C-D661275E3BED,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4B867AE8-0DA1-493A-866C-D661275E3BED,P 20x20 Solo,1,49,40.83,6,2023,26,Print,40.83,IG-S059,FRANCE,4B867AE8-0DA1-493A-866C-D661275E3BED,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,22450F15-E8BF-46FA-9C7A-7727744E8D6D,F 30x30,1,14,11.67,6,2023,26,Frames,11.67,IG-S059,FRANCE,22450F15-E8BF-46FA-9C7A-7727744E8D6D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,22450F15-E8BF-46FA-9C7A-7727744E8D6D,P 30x30 Solo,1,69,57.5,6,2023,26,Print,57.5,IG-S059,FRANCE,22450F15-E8BF-46FA-9C7A-7727744E8D6D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,6C2E337B-8197-47C4-A86D-AB38780BE564,Gift Card,1,200,200,6,2023,26,Giftcard,200,IG-S059,FRANCE,6C2E337B-8197-47C4-A86D-AB38780BE564,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,E5303325-12C8-48A3-ABC8-1B4F5C516B1F,F 40x40,1,16,13.33,6,2023,26,Frames,13.33,IG-S059,FRANCE,E5303325-12C8-48A3-ABC8-1B4F5C516B1F,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,E5303325-12C8-48A3-ABC8-1B4F5C516B1F,P 40x40 Duo,1,119,99.17,6,2023,26,Print,99.17,IG-S059,FRANCE,E5303325-12C8-48A3-ABC8-1B4F5C516B1F,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,C3A96CD1-B5EE-493E-8850-F4B1D0034B6D,F 20x20,1,12,10,6,2023,27,Frames,10,IG-S059,FRANCE,C3A96CD1-B5EE-493E-8850-F4B1D0034B6D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,C3A96CD1-B5EE-493E-8850-F4B1D0034B6D,P 20x20 Solo,1,49,40.83,6,2023,27,Print,40.83,IG-S059,FRANCE,C3A96CD1-B5EE-493E-8850-F4B1D0034B6D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,C1526233-C2E4-4E2B-860B-3BAE086750C9,Digital File Quintor,1,179,149.17,6,2023,27,Digital,149.17,IG-S059,FRANCE,C1526233-C2E4-4E2B-860B-3BAE086750C9,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,CC6913D2-E088-4588-A156-CAB8EEB34863,AD 30x90,2,818,681.66,6,2023,27,AD,681.66,IG-S059,FRANCE,CC6913D2-E088-4588-A156-CAB8EEB34863,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4A00BE7A-8063-4543-974B-B8BFCBA3CE5F,F 20x20,2,24,20,6,2023,27,Frames,20,IG-S059,FRANCE,4A00BE7A-8063-4543-974B-B8BFCBA3CE5F,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4A00BE7A-8063-4543-974B-B8BFCBA3CE5F,P 20x20 Solo,2,98,81.66,6,2023,27,Print,81.66,IG-S059,FRANCE,4A00BE7A-8063-4543-974B-B8BFCBA3CE5F,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,3294DC10-FDE7-4A6B-977B-70C8C6826E2A,F 30x30,1,14,11.67,6,2023,28,Frames,11.67,IG-S059,FRANCE,3294DC10-FDE7-4A6B-977B-70C8C6826E2A,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,3294DC10-FDE7-4A6B-977B-70C8C6826E2A,P 30x30 Duo,1,99,82.5,6,2023,28,Print,82.5,IG-S059,FRANCE,3294DC10-FDE7-4A6B-977B-70C8C6826E2A,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,6BE2A579-3076-4B9D-B16A-7EF5AFEB2DFA,P 40x40 Duo,1,119,99.17,6,2023,28,Print,99.17,IG-S059,FRANCE,6BE2A579-3076-4B9D-B16A-7EF5AFEB2DFA,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F689E868-7BFD-4C8D-B659-E233AFB96776,F 40x40,1,16,13.33,6,2023,28,Frames,13.33,IG-S059,FRANCE,F689E868-7BFD-4C8D-B659-E233AFB96776,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F689E868-7BFD-4C8D-B659-E233AFB96776,P 40x40 Duo,1,119,99.17,6,2023,28,Print,99.17,IG-S059,FRANCE,F689E868-7BFD-4C8D-B659-E233AFB96776,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,5B859F5C-F710-478A-A788-2E391D004A6D,P 40x40 Duo,1,119,99.17,6,2023,28,Print,99.17,IG-S059,FRANCE,5B859F5C-F710-478A-A788-2E391D004A6D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,02F32DC2-5FBA-47C8-9F3F-1B12E7F90DE4,P 40x40 Duo,1,119,99.17,6,2023,28,Print,99.17,IG-S059,FRANCE,02F32DC2-5FBA-47C8-9F3F-1B12E7F90DE4,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,CB1C07B6-C7CF-43FD-9064-8502F837DB0D,F 30x30,1,14,11.67,6,2023,29,Frames,11.67,IG-S059,FRANCE,CB1C07B6-C7CF-43FD-9064-8502F837DB0D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,CB1C07B6-C7CF-43FD-9064-8502F837DB0D,P 30x30 Duo,1,99,82.5,6,2023,29,Print,82.5,IG-S059,FRANCE,CB1C07B6-C7CF-43FD-9064-8502F837DB0D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,6D173A60-5D90-4C38-AEAA-640D34C3DEDC,AD 50x50 Trio,1,319,265.83,6,2023,29,AD,265.83,IG-S059,FRANCE,6D173A60-5D90-4C38-AEAA-640D34C3DEDC,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,E5E3C396-057C-4649-8526-A6CE3AD6D254,F 40x40,1,16,13.33,6,2023,29,Frames,13.33,IG-S059,FRANCE,E5E3C396-057C-4649-8526-A6CE3AD6D254,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,E5E3C396-057C-4649-8526-A6CE3AD6D254,P 40x40 Duo,1,119,99.17,6,2023,29,Print,99.17,IG-S059,FRANCE,E5E3C396-057C-4649-8526-A6CE3AD6D254,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,76D23F0A-2286-43EA-816F-2BDA9DEAE075,AF 40x40 Trio,1,379,315.83,6,2023,29,AF,315.83,IG-S059,FRANCE,76D23F0A-2286-43EA-816F-2BDA9DEAE075,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,76D23F0A-2286-43EA-816F-2BDA9DEAE075,Shipping,1,15,12.5,6,2023,29,Shipping,12.5,IG-S059,FRANCE,76D23F0A-2286-43EA-816F-2BDA9DEAE075,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4DF473A1-7A93-4D58-925F-1DE6FB222C0D,F 20x20,1,12,10,6,2023,29,Frames,10,IG-S059,FRANCE,4DF473A1-7A93-4D58-925F-1DE6FB222C0D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4DF473A1-7A93-4D58-925F-1DE6FB222C0D,P 20x20 Solo,1,49,40.83,6,2023,29,Print,40.83,IG-S059,FRANCE,4DF473A1-7A93-4D58-925F-1DE6FB222C0D,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,131C0C5D-FA64-45B4-8278-EAD2DC31BCFE,F 40x40,1,16,13.33,6,2023,29,Frames,13.33,IG-S059,FRANCE,131C0C5D-FA64-45B4-8278-EAD2DC31BCFE,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,131C0C5D-FA64-45B4-8278-EAD2DC31BCFE,P 40x40 Duo,1,119,99.17,6,2023,29,Print,99.17,IG-S059,FRANCE,131C0C5D-FA64-45B4-8278-EAD2DC31BCFE,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,3DCB88AA-9C90-4522-908A-BAEB5122900F,F 30x30,1,14,11.67,6,2023,29,Frames,11.67,IG-S059,FRANCE,3DCB88AA-9C90-4522-908A-BAEB5122900F,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,3DCB88AA-9C90-4522-908A-BAEB5122900F,P 30x30 Duo,1,99,82.5,6,2023,29,Print,82.5,IG-S059,FRANCE,3DCB88AA-9C90-4522-908A-BAEB5122900F,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,2E830EBC-81ED-4B55-BD99-904D826E0422,F 30x30,1,14,11.67,6,2023,29,Frames,11.67,IG-S059,FRANCE,2E830EBC-81ED-4B55-BD99-904D826E0422,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,2E830EBC-81ED-4B55-BD99-904D826E0422,F 40x40,1,16,13.33,6,2023,29,Frames,13.33,IG-S059,FRANCE,2E830EBC-81ED-4B55-BD99-904D826E0422,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,2E830EBC-81ED-4B55-BD99-904D826E0422,P 30x30 Solo,1,69,57.5,6,2023,29,Print,57.5,IG-S059,FRANCE,2E830EBC-81ED-4B55-BD99-904D826E0422,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,2E830EBC-81ED-4B55-BD99-904D826E0422,P 40x40 Duo,1,119,99.17,6,2023,29,Print,99.17,IG-S059,FRANCE,2E830EBC-81ED-4B55-BD99-904D826E0422,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F90F0B23-2830-4E29-BA1B-41B0AC43563A,F 20x20,1,12,10,6,2023,29,Frames,10,IG-S059,FRANCE,F90F0B23-2830-4E29-BA1B-41B0AC43563A,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F90F0B23-2830-4E29-BA1B-41B0AC43563A,P 20x20 Solo,1,49,40.83,6,2023,29,Print,40.83,IG-S059,FRANCE,F90F0B23-2830-4E29-BA1B-41B0AC43563A,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,8B4C1F10-253D-4535-A8AD-AB8BE8C05665,F 20x20,1,12,10,6,2023,29,Frames,10,IG-S059,FRANCE,8B4C1F10-253D-4535-A8AD-AB8BE8C05665,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,8B4C1F10-253D-4535-A8AD-AB8BE8C05665,P 20x20 Solo,1,49,40.83,6,2023,29,Print,40.83,IG-S059,FRANCE,8B4C1F10-253D-4535-A8AD-AB8BE8C05665,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,50DD7FD4-3AF1-4FB8-9B2C-1851989D90F4,Gift Card,1,61,61,6,2023,30,Giftcard,61,IG-S059,FRANCE,50DD7FD4-3AF1-4FB8-9B2C-1851989D90F4,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,A36D109B-878F-40C0-A1B5-D2ABBA321E0C,AD 60x60 Trio,1,409,340.83,6,2023,30,AD,340.83,IG-S059,FRANCE,A36D109B-878F-40C0-A1B5-D2ABBA321E0C,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,A36D109B-878F-40C0-A1B5-D2ABBA321E0C,Shipping,1,15,12.5,6,2023,30,Shipping,12.5,IG-S059,FRANCE,A36D109B-878F-40C0-A1B5-D2ABBA321E0C,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,CB1D0525-42B6-4AF2-87A9-B6968DD0436B,Digital File Solo,1,79,65.83,6,2023,30,Digital,65.83,IG-S059,FRANCE,CB1D0525-42B6-4AF2-87A9-B6968DD0436B,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,68CD7015-995C-4DFD-86F7-B23E0F32B2C3,F 20x20,2,24,20,6,2023,30,Frames,20,IG-S059,FRANCE,68CD7015-995C-4DFD-86F7-B23E0F32B2C3,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,68CD7015-995C-4DFD-86F7-B23E0F32B2C3,P 20x20 Solo,2,98,81.66,6,2023,30,Print,81.66,IG-S059,FRANCE,68CD7015-995C-4DFD-86F7-B23E0F32B2C3,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,D0971ADC-8439-4217-AFD0-77D1B18A8D71,AD 30x30 Solo,1,119,99.17,6,2023,30,AD,99.17,IG-S059,FRANCE,D0971ADC-8439-4217-AFD0-77D1B18A8D71,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,D0971ADC-8439-4217-AFD0-77D1B18A8D71,Shipping,1,40,33.33,6,2023,30,Shipping,33.33,IG-S059,FRANCE,D0971ADC-8439-4217-AFD0-77D1B18A8D71,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,26196C56-E089-4712-99D7-023156008494,F 30x30,1,14,11.67,6,2023,30,Frames,11.67,IG-S059,FRANCE,26196C56-E089-4712-99D7-023156008494,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,26196C56-E089-4712-99D7-023156008494,P 30x30 Solo,1,69,57.5,6,2023,30,Print,57.5,IG-S059,FRANCE,26196C56-E089-4712-99D7-023156008494,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,1CC498C4-1F3F-440E-8981-B7E51842FD1F,Digital File Solo,1,79,65.83,6,2023,30,Digital,65.83,IG-S059,FRANCE,1CC498C4-1F3F-440E-8981-B7E51842FD1F,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,322A44FB-8F30-4E57-A39C-D756AD5C5409,P 20x20 Solo,1,49,40.83,7,2023,1,Print,40.83,IG-S059,FRANCE,322A44FB-8F30-4E57-A39C-D756AD5C5409,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,8F64CF07-4EE1-4AAD-B353-61EC9A38A1C5,P 40x40 Trio,1,149,124.17,7,2023,1,Print,124.17,IG-S059,FRANCE,8F64CF07-4EE1-4AAD-B353-61EC9A38A1C5,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4C4AA652-1FB6-429A-B7A7-58F930048008,P 30x30 Duo,1,99,82.5,7,2023,1,Print,82.5,IG-S059,FRANCE,4C4AA652-1FB6-429A-B7A7-58F930048008,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,CBC385FE-3181-4250-84A5-C78842C929B4,F 20x20,1,12,10,7,2023,1,Frames,10,IG-S059,FRANCE,CBC385FE-3181-4250-84A5-C78842C929B4,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,CBC385FE-3181-4250-84A5-C78842C929B4,P 20x20 Solo,1,49,40.83,7,2023,1,Print,40.83,IG-S059,FRANCE,CBC385FE-3181-4250-84A5-C78842C929B4,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,2A14B6A4-7C86-455A-AAAE-9A108A5DC833,P 20x20 Solo,1,49,40.83,7,2023,1,Print,40.83,IG-S059,FRANCE,2A14B6A4-7C86-455A-AAAE-9A108A5DC833,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,2183181E-30C7-4C04-8FC3-E0F151B6BF47,F 20x20,1,12,10,7,2023,1,Frames,10,IG-S059,FRANCE,2183181E-30C7-4C04-8FC3-E0F151B6BF47,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,2183181E-30C7-4C04-8FC3-E0F151B6BF47,P 20x20 Solo,1,49,40.83,7,2023,1,Print,40.83,IG-S059,FRANCE,2183181E-30C7-4C04-8FC3-E0F151B6BF47,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,47A007B7-BEDF-43FD-9C2B-23E5B456ED57,F 20x20,2,24,20,7,2023,1,Frames,20,IG-S059,FRANCE,47A007B7-BEDF-43FD-9C2B-23E5B456ED57,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,47A007B7-BEDF-43FD-9C2B-23E5B456ED57,P 20x20 Solo,2,98,81.66,7,2023,1,Print,81.66,IG-S059,FRANCE,47A007B7-BEDF-43FD-9C2B-23E5B456ED57,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,E84F90A4-6EFF-4C4F-BF63-E38009206733,AD 40x40 Solo,4,716,596.68,7,2023,1,AD,596.68,IG-S059,FRANCE,E84F90A4-6EFF-4C4F-BF63-E38009206733,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,E84F90A4-6EFF-4C4F-BF63-E38009206733,Shipping,1,15,12.5,7,2023,1,Shipping,12.5,IG-S059,FRANCE,E84F90A4-6EFF-4C4F-BF63-E38009206733,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,0A877638-A837-417B-9D1B-D074CDB8EE42,F 20x20,1,12,10,7,2023,1,Frames,10,IG-S059,FRANCE,0A877638-A837-417B-9D1B-D074CDB8EE42,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,0A877638-A837-417B-9D1B-D074CDB8EE42,P 20x20 Solo,1,49,40.83,7,2023,1,Print,40.83,IG-S059,FRANCE,0A877638-A837-417B-9D1B-D074CDB8EE42,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F12290D3-AED0-431C-9266-326FE575E3AB,AD 40x40 Duo,1,209,174.17,7,2023,1,AD,174.17,IG-S059,FRANCE,F12290D3-AED0-431C-9266-326FE575E3AB,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F12290D3-AED0-431C-9266-326FE575E3AB,Shipping,1,15,12.5,7,2023,1,Shipping,12.5,IG-S059,FRANCE,F12290D3-AED0-431C-9266-326FE575E3AB,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,A7B5959E-51A6-45D9-AA6F-BB4B1FB5AC97,F 30x30,1,14,11.67,7,2023,1,Frames,11.67,IG-S059,FRANCE,A7B5959E-51A6-45D9-AA6F-BB4B1FB5AC97,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,A7B5959E-51A6-45D9-AA6F-BB4B1FB5AC97,P 30x30 Duo,1,99,82.5,7,2023,1,Print,82.5,IG-S059,FRANCE,A7B5959E-51A6-45D9-AA6F-BB4B1FB5AC97,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,DF7FB054-394A-41F1-B343-33A1D6591028,F 20x20,1,12,10,7,2023,1,Frames,10,IG-S059,FRANCE,DF7FB054-394A-41F1-B343-33A1D6591028,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,DF7FB054-394A-41F1-B343-33A1D6591028,P 20x20 Solo,1,49,40.83,7,2023,1,Print,40.83,IG-S059,FRANCE,DF7FB054-394A-41F1-B343-33A1D6591028,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F60AFD01-7D47-4537-AC86-4DB2F1695F77,P 20x20 Solo,2,98,81.66,7,2023,2,Print,81.66,IG-S059,FRANCE,F60AFD01-7D47-4537-AC86-4DB2F1695F77,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,44522911-AFAF-439F-9142-158D778EAD95,AD 40x40 Duo,1,209,174.17,7,2023,2,AD,174.17,IG-S059,FRANCE,44522911-AFAF-439F-9142-158D778EAD95,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,44522911-AFAF-439F-9142-158D778EAD95,Shipping,1,15,12.5,7,2023,2,Shipping,12.5,IG-S059,FRANCE,44522911-AFAF-439F-9142-158D778EAD95,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4D42A7CE-01B1-4745-BD03-E5085B68E663,AF 40x40 Duo,1,349,290.83,7,2023,2,AF,290.83,IG-S059,FRANCE,4D42A7CE-01B1-4745-BD03-E5085B68E663,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,4D42A7CE-01B1-4745-BD03-E5085B68E663,Shipping,1,15,12.5,7,2023,2,Shipping,12.5,IG-S059,FRANCE,4D42A7CE-01B1-4745-BD03-E5085B68E663,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F1DDFA06-A509-4875-A3E2-993C667CC8CC,F 20x20,1,12,10,7,2023,2,Frames,10,IG-S059,FRANCE,F1DDFA06-A509-4875-A3E2-993C667CC8CC,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,F1DDFA06-A509-4875-A3E2-993C667CC8CC,P 20x20 Solo,1,49,40.83,7,2023,2,Print,40.83,IG-S059,FRANCE,F1DDFA06-A509-4875-A3E2-993C667CC8CC,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,18113EB9-5EC1-495F-B500-BA1422E06350,AD 40x40 Duo,1,14,11.67,7,2023,2,AD,11.67,IG-S059,FRANCE,18113EB9-5EC1-495F-B500-BA1422E06350,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,18113EB9-5EC1-495F-B500-BA1422E06350,Shipping,1,1,0.83,7,2023,2,Shipping,0.83,IG-S059,FRANCE,18113EB9-5EC1-495F-B500-BA1422E06350,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,C4BB97DA-C8D1-46A2-A2F0-08DBF90359FE,F 20x20,1,12,10,7,2023,3,Frames,10,IG-S059,FRANCE,C4BB97DA-C8D1-46A2-A2F0-08DBF90359FE,SUCCURSALE
IRIS GALERIE - PARIS PASSAGE DU HAVRE,C4BB97DA-C8D1-46A2-A2F0-08DBF90359FE,P 20x20 Solo,1,49,40.83,7,2023,3,Print,40.83,IG-S059,FRANCE,C4BB97DA-C8D1-46A2-A2F0-08DBF90359FE,SUCCURSALE